steps	avg_reward	std_reward	success_rate
0	21.01	2.555366901249212	0.0
1000	200.0	0.0	1.0
2000	200.0	0.0	1.0
3000	200.0	0.0	1.0
4000	200.0	0.0	1.0
5000	200.0	0.0	1.0
6000	200.0	0.0	1.0
7000	200.0	0.0	1.0
8000	200.0	0.0	1.0
9000	200.0	0.0	1.0
10000	200.0	0.0	1.0
11000	200.0	0.0	1.0
12000	200.0	0.0	1.0
13000	200.0	0.0	1.0
14000	200.0	0.0	1.0
15000	200.0	0.0	1.0
16000	197.13	10.226098962947699	0.91
17000	200.0	0.0	1.0
18000	200.0	0.0	1.0
19000	196.42	6.86466313812994	0.72
20000	198.68	7.255177461647649	0.96
