steps	avg_reward	std_reward	success_rate
0	24.45	4.085033659592048	0.0
1000	200.0	0.0	1.0
2000	200.0	0.0	1.0
3000	200.0	0.0	1.0
4000	200.0	0.0	1.0
5000	200.0	0.0	1.0
6000	200.0	0.0	1.0
7000	200.0	0.0	1.0
8000	200.0	0.0	1.0
9000	200.0	0.0	1.0
10000	200.0	0.0	1.0
11000	200.0	0.0	1.0
12000	200.0	0.0	1.0
13000	187.18	15.994611592658321	0.5
14000	200.0	0.0	1.0
15000	200.0	0.0	1.0
16000	199.05	4.508602887813475	0.93
17000	191.91	14.737092657644519	0.73
18000	187.47	19.513305716869194	0.65
19000	196.59	10.348038461466984	0.89
20000	200.0	0.0	1.0
