steps	avg_reward	std_reward	success_rate
0	109.43	34.98263998042457	0.0
1000	200.0	0.0	1.0
2000	200.0	0.0	1.0
3000	200.0	0.0	1.0
4000	200.0	0.0	1.0
5000	200.0	0.0	1.0
6000	200.0	0.0	1.0
7000	200.0	0.0	1.0
8000	200.0	0.0	1.0
9000	200.0	0.0	1.0
10000	200.0	0.0	1.0
11000	200.0	0.0	1.0
12000	200.0	0.0	1.0
13000	200.0	0.0	1.0
14000	200.0	0.0	1.0
15000	190.81	14.182168381457046	0.61
16000	198.41	6.705363524821008	0.92
17000	182.24	24.430767486921077	0.56
18000	199.68	1.765672676347459	0.96
19000	187.43	22.801866151699077	0.66
20000	199.73	1.1819898476721362	0.94
