steps	avg_reward	std_reward	success_rate
0	53.56	16.98665358450569	0.0
1000	200.0	0.0	1.0
2000	200.0	0.0	1.0
3000	200.0	0.0	1.0
4000	200.0	0.0	1.0
5000	200.0	0.0	1.0
6000	200.0	0.0	1.0
7000	200.0	0.0	1.0
8000	200.0	0.0	1.0
9000	200.0	0.0	1.0
10000	200.0	0.0	1.0
11000	200.0	0.0	1.0
12000	200.0	0.0	1.0
13000	200.0	0.0	1.0
14000	200.0	0.0	1.0
15000	200.0	0.0	1.0
16000	200.0	0.0	1.0
17000	199.13	6.1394706612215355	0.98
18000	196.48	7.824934504518234	0.78
19000	199.99	0.09949874371066199	0.99
20000	198.99	3.667410530606029	0.9
